epoch,training_loss,validation_loss,validation_accuracy,saved
1,1.7232267632144744,1.656701234122663,0.308562197092084,1
2,1.6472784317367875,1.6234517526872596,0.31695242065766843,1
3,1.6173310922330153,1.6187353105081352,0.3299286049299078,1
4,1.593289397415023,1.572575089563591,0.34848090051592057,1
5,1.5689890819602539,1.5462094325446258,0.36698108291208503,1
6,1.5437714561600266,1.5350671344057119,0.37318255250403876,1
7,1.5167616296444448,1.5004937700273793,0.3870967741935484,1
8,1.4968921015389212,1.4906164156687975,0.3955912241388295,1
9,1.481431761592591,1.4780469955340167,0.39621658241700974,1
10,1.4676136675494267,1.4622348474048514,0.40632654124758977,1
11,1.4535264343969134,1.4517758574727564,0.4168012924071082,1
12,1.4421362757428093,1.4397178781716544,0.4142998592943874,1
13,1.4295663734220143,1.4380444530101595,0.4179998957736203,1
14,1.423344164687601,1.4158793269230516,0.42977747667934757,1
15,1.4129833323952181,1.4124971725040034,0.43071551409661785,1
16,1.4085556589064265,1.4060902727657265,0.43853249257387045,1
17,1.39917987163558,1.4044927749385792,0.43535358799312107,1
18,1.3876493982739693,1.4029776538926109,0.43978320913023083,1
19,1.3829028380408543,1.3846058692260694,0.45046641304914276,1
20,1.3716126784679945,1.3916289472574985,0.4439522643180989,0
21,1.3652758102952747,1.3769662390965918,0.45604252436291626,1
22,1.3581334184697,1.3701974251674223,0.45359320444004375,1
23,1.3544524227313597,1.3604393542990143,0.4627651258533535,1
24,1.3418474889570666,1.361458469613819,0.45963833446245245,0
25,1.3390695080413473,1.363121374619188,0.46870602949606543,0
26,1.3331806921177407,1.3636778864171457,0.4631820313721403,0
27,1.321581513918088,1.3333154778724303,0.478451195997707,1
28,1.3166298459050703,1.3287050378932035,0.4811089686799729,1
29,1.3085229193737486,1.345901205439187,0.47344832977226536,0
30,1.3046528233104653,1.3185991279105658,0.48460055239981237,1
31,1.2952291336357267,1.3110130452098365,0.4910104747511595,1
32,1.288742534961091,1.3133258364275016,0.495387982698421,0
33,1.2831752266218628,1.3012330583574574,0.5004950753035593,1
34,1.2755737700229501,1.2982096779470091,0.4957527750273594,1
35,1.2713141171790205,1.2978626547165888,0.496430246495388,1
36,1.2624588693633882,1.2828089806341356,0.5035176403147636,1
37,1.2572914392767123,1.2853323468645614,0.5022669237584032,0
38,1.2510780209802688,1.2900311523246955,0.5097191099067174,0
39,1.2458037473453552,1.266656320391641,0.5113867319818646,1
40,1.2399851653181908,1.2689811249846334,0.5144614101829172,0
41,1.2343291989261918,1.2761297746176543,0.5062796393767263,0
42,1.229122180794345,1.261440529986813,0.5158684663088228,1
43,1.2268726982825109,1.2490391798790739,0.5241023503048622,1
44,1.2185278680041394,1.249042613577511,0.5266558966074314,0
45,1.2154907372814263,1.249353699614813,0.5258220855698578,0
46,1.2096904239893593,1.2491182779481806,0.5274897076450049,0
47,1.203342045103319,1.249459993442293,0.5250925009119808,0
48,1.199761290499042,1.2475504473055985,0.5225389546094117,1
49,1.1969002936542286,1.2306500179534396,0.5340038563760487,1
50,1.1946706767067057,1.2372815462925304,0.525717859190161,0
